"Region","District","District.No.","School.Name","School.No.","NCES.School.No.","Principal","School.Type","Grade.Level","Categories","County","Status","address","Address.1.City","Address.1.State","Address.1.Zipcode","Address.2.Composite","Phone.1","Phone.2","Fax.1","Email.Address","STATEFP","SLDLST","GEOID","GEOIDFQ","NAMELSAD","LSAD","LSY","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON"
"Upper Cumberland","Smith County",800,"Forks River Elementary",20,4.70387e+11,"Leslie Pope","Public","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","","Smith","Active","611  Cookeville  Highway
 Elmwood, TN 38560","Elmwood","TN","38560","","615-897-2676",NA,"615-897-2676","popel@smithcoedu.net","47","040","47040","620L900US47040","State House District 40","LL","2024","G5220","N",3186408229,120666184,"+36.1232284","-085.8874585"
"Southeast Tennessee","Hamilton County Private Schools",9330,"Foundations School: Foundations Academy K-2 and Foundations Preschool PreK",9848,NA,"Robert Benoun","Private","PK, K, 1, 2","Category IV - Church Related Schools","Hamilton","Active","3415 Broad Street
 Chattanooga, TN 37409","Chattanooga","TN","37409","","423-633-9150",NA,"","Connie@fpchatt.com","47","028","47028","620L900US47028","State House District 28","LL","2024","G5220","N",117682635,6804021,"+35.0527871","-085.2516672"
"Southwest","Memphis-Shelby County Schools",792,"Fox Meadows Elementary",2215,4.70015e+11,"Tameka Allen","Public","PK, K, 1, 2, 3, 4, 5","","Shelby","Active","2960 Emerald St
 Memphis, TN 38115-2305","Memphis","TN","38115-2305","","901-416-2530",NA,"901-413-2550","allentnm@scsk12.org","47","084","47084","620L900US47084","State House District 84","LL","2024","G5220","N",83636413,185510,"+35.0290433","-089.9034182"
"Mid Cumberland","Williamson County Private Schools",9940,"Franklin Christian Academy - Umbrella Program",9130,NA,"Rachel Harris","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Williamson","Active","818 Old Charlotte Pike East
 Franklin, TN 37066","Franklin","TN","37066","PO Box 157
 Franklin, TN 37065","615-599-9229",NA,"","umbrella@franklinchristianacademy.org","47","065","47065","620L900US47065","State House District 65","LL","2024","G5220","N",709408928,861861,"+35.9017979","-087.0341108"
"South Central","Franklin County",260,"Franklin County Virtual and Alternative Learning School",53,NA,"Rachel Shields","Public Virtual School","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","","Franklin","Active","1025 Dinah Shore Blvd
 Winchester, TN 37398","Winchester","TN","37398","","931-967-7532",NA,"","rachel.shields@fcstn.net","47","039","47039","620L900US47039","State House District 39","LL","2024","G5220","N",2726614514,91531336,"+35.1304748","-085.8806394"
"Mid Cumberland","Franklin SSD",941,"Franklin Elementary",10,4.70126e+11,"April Carrigan","Public","PK, K, 1, 2, 3, 4","","Williamson","Active","1501 Figuers Drive
 Franklin, TN 37064","Franklin","TN","37064","","615-794-1187",NA,"615-591-2800","carriganapr@fssd.org","47","065","47065","620L900US47065","State House District 65","LL","2024","G5220","N",709408928,861861,"+35.9017979","-087.0341108"
"Mid Cumberland","Davidson County Private Schools",9190,"Franklin Road Academy",9075,NA,"Sean Casey","Private","PS, P3, P4, PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency","Davidson","Active","4700 Franklin Pike
 Nashville, TN 37220","Nashville","TN","37220","4700 Franklin Road
 Nashville, TN 37220","615-832-8845",NA,"615-834-4167","caseys@franklinroadacademy.com","47","059","47059","620L900US47059","State House District 59","LL","2024","G5220","N",204679089,336807,"+36.0504586","-086.8514151"
"Southwest","Memphis-Shelby County Schools",792,"Frayser-Corning Elementary",101,4.70015e+11,"Dr. DeAngela Graham","Public","P3, P4, K, 1, 2, 3, 4, 5","","Shelby","Active","1602 Dellwood Avenue
 Memphis, TN 38127","Memphis","TN","38127","","901-416-5300",NA,"901-416-4836","","47","086","47086","620L900US47086","State House District 86","LL","2024","G5220","N",521789730,68410759,"+35.2848704","-090.1039871"
"Southeast Tennessee","Rhea County",720,"Frazier Elementary",10,4.70351e+11,"Ansley Massengill","Public","K, 1, 2, 3, 4, 5","","Rhea","Active","3900  Double  S Road
 Dayton, TN 37321","Dayton","TN","37321","","423-775-7854",NA,"423-775-6754","massengilla@rheacounty.org","47","031","47031","620L900US47031","State House District 31","LL","2024","G5220","N",3266737982,58659867,"+35.5727622","-085.2281919"
"Southwest","Memphis-Shelby County Schools",792,"Freedom Prep Elementary - Millbranch",8155,4.70015e+11,"Shayla Morgan","Public Charter","K, 1, 2, 3, 4, 5","","Shelby","Active","3750 Millbranch Road
 Memphis, TN 38116","Memphis","TN","38116","964 Fields Road
 Memphis, TN 38109","901-538-9500",NA,"901-259-5950","smorgan@freedomprep.org","47","087","47087","620L900US47087","State House District 87","LL","2024","G5220","N",61929296,0,"+35.0590335","-089.9644571"
"Southwest","Memphis-Shelby County Schools",792,"Freedom Prep Elementary - Parkrose",8375,4.70015e+11,"Arthur Rosenthal","Public Charter","PK, K, 1, 2, 3, 4, 5","","Shelby","Active","778 Parkrose Road
 Memphis, TN 38109","Memphis","TN","38109","","901-538-9500",NA,"","arthur.rosenthal@freedomprep.org","47","086","47086","620L900US47086","State House District 86","LL","2024","G5220","N",521789730,68410759,"+35.2848704","-090.1039871"
"Upper Cumberland","Wilson County Private Schools",9950,"Friendship Christian School",9005,NA,"Kristi Chaffin","Private","PS, PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency","Wilson","Active","5400 Coles Ferry Pike
 Lebanon, TN 37087","Lebanon","TN","37087","5400 Coles Ferry Pike
 Lebanon, TN 37087","615-449-1573",NA,"615-449-2769","kchaffin@friendshipchristian.org","47","046","47046","620L900US47046","State House District 46","LL","2024","G5220","N",1099724512,16194663,"+36.1219464","-086.2643794"
"Northwest Tennessee","Crockett County",170,"Friendship Elementary",20,4.70085e+11,"Cindy Nolen","Public","PK, K, 1, 2, 3, 4, 5","","Crockett","Active","6117 Highway 189
 Friendship, TN 38034-3257","Friendship","TN","38034-3257","6117 Highway 189
 Friendship, TN 38034-3257","731-677-2718",NA,"731-677-2331","cindy.nolen@crockettschools.net","47","082","47082","620L900US47082","State House District 82","LL","2024","G5220","N",3118312204,84666189,"+35.7647389","-089.6645273"
"East Tennessee","Blount County",50,"Friendsville Elementary",55,4.7003e+11,"Stan Painter","Public","K, 1, 2, 3, 4, 5","","Blount","Active","210 E  4th Avenue
 Friendsville, TN 37777","Friendsville","TN","37777","","865-980-1252",NA,"865-980-1253","Stan.Painter@blountk12.org","47","020","47020","620L900US47020","State House District 20","LL","2024","G5220","N",307692224,11407469,"+35.7545814","-084.0611095"
"Upper Cumberland","Jackson County",440,"Gainesboro Elementary",25,4.70207e+11,"Sonja Smallwood","Public","PK, K, 1, 2, 3","","Jackson","Active","611  Main  Street
 Gainesboro, TN 38562","Gainesboro","TN","38562","","931-268-9775",NA,"","sonjasmallwood@jacksoncoschools.com","47","040","47040","620L900US47040","State House District 40","LL","2024","G5220","N",3186408229,120666184,"+36.1232284","-085.8874585"
"Southwest","Fayette County Private Schools",9240,"Gallaway Christian Academy",9006,NA,"Ronald Grunewald","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Fayette","Active","377 Main Street
 Gallaway, TN 38036","Gallaway","TN","38036","","901-867-3507",NA,"901-317-6669","gallawayministry@gmail.com","47","094","47094","620L900US47094","State House District 94","LL","2024","G5220","N",3502304525,7779285,"+35.0991595","-089.3093585"
"East Tennessee","Knox County Private Schools",9470,"Garden Montessori",9020,NA,"Jennifer Smith","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category III - Approved by regional private school accrediting agency","Knox","Active","3225 Garden Drive
 Knoxville, TN 37918","Knoxville","TN","37918","3225 Garden Drive
 Knoxville, TN 37918","865-688-6776",NA,"","jensmith@gardenmontessori.org","47","016","47016","620L900US47016","State House District 16","LL","2024","G5220","N",150670626,3662,"+36.0652815","-083.9866763"
"Southwest","Memphis-Shelby County Schools",792,"Gardenview Elementary",2230,4.70015e+11,"Jenae' Scottrobinson","Public","PK, K, 1, 2, 3, 4, 5","","Shelby","Active","4075 Hartz Dr
 Memphis, TN 38116-6018","Memphis","TN","38116-6018","","901-416-3068",NA,"901-416-6773","scottjm@scsk12.org","47","087","47087","620L900US47087","State House District 87","LL","2024","G5220","N",61929296,0,"+35.0590335","-089.9644571"
"Mid Cumberland","Montgomery County Private Schools",9630,"Gateway Christian Academy",9949,NA,"Josh Farmer","Private","PK, K, 1, 2, 3, 4, 5, 6","Category IV - Church Related Schools","Montgomery","Active","303 Fairview Lane
 Clarksville, TN 37040","Clarksville","TN","37040","","931-494-6105",NA,"","pastorfarmergbc@yahoo.com","47","067","47067","620L900US47067","State House District 67","LL","2024","G5220","N",106546711,521958,"+36.5704951","-087.3316006"
"Southwest","Memphis-Shelby County Private Schools",9792,"Gateway Christian Schools",9039,NA,"Donna Bumgardner","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools","Shelby","Active","4070 Macon Road
 Memphis, TN 38122","Memphis","TN","38122","","901-454-1606",NA,"901-323-0914","info@gatewaychristianschools.com","47","097","47097","620L900US47097","State House District 97","LL","2024","G5220","N",89970046,81370,"+35.1318526","-089.8671224"
"Southwest","Memphis-Shelby County Schools",792,"Geeter School",2245,4.70015e+11,"Jeremy Martin","Public","K, 1, 2, 3, 4, 5, 6, 7, 8","","Shelby","Active","4649 Horn Lake Road
 Memphis, TN 38109","Memphis","TN","38109","","901-416-8157",NA,"901-416-8160","martinjl1@scsk12.org","47","085","47085","620L900US47085","State House District 85","LL","2024","G5220","N",99769050,169473,"+35.0096518","-089.7818638"
"Mid Cumberland","Sumner County",830,"Gene W. Brown Elementary",35,4.70402e+11,"Keith Parrack","Public","K, 1, 2, 3, 4, 5","","Sumner","Active","174 Imperial Boulevard
 Hendersonville, TN 37075","Hendersonville","TN","37075","","615-824-8633",NA,"615-264-5819","keith.parrack@sumnerschools.org","47","045","47045","620L900US47045","State House District 45","LL","2024","G5220","N",247544306,14780231,"+36.3820110","-086.6301896"
"South Central","Lewis County Private Schools",9510,"General Assembly Academy/CHOICE Homeschool",9035,NA,"Debbie Landers","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools, Category IV - Church Related Schools","Lewis","Active","161 Baker Road
 Hohenwald, TN 38462","Hohenwald","TN","38462","","931-796-4361",NA,"","cayers@gaahome.com","47","069","47069","620L900US47069","State House District 69","LL","2024","G5220","N",3082724517,1893730,"+35.8211735","-087.4649761"
"Mid Cumberland","Davidson County Private Schools",9190,"Generation Changers Academy",9892,NA,"Jeremy Hayes","Private","K, 1, 2, 3, 4, 5","Category IV - Church Related Schools","Davidson","Active","224 Stewarts Ferry Pike
 Nashville, TN 37214","Nashville","TN","37214","","615-818-8162",NA,"","jeremy@gcakids.net","47","060","47060","620L900US47060","State House District 60","LL","2024","G5220","N",108721886,12092063,"+36.1936407","-086.6264765"
"Mid Cumberland","Franklin Special Private Schools",9941,"Generations Christian Academy",9824,NA,"Jamie Denton","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11","Category IV - Church Related Schools","Williamson","Active","408 Church Street
 Franklin, TN 37064-2638","Franklin","TN","37064-2638","","615-567-3355",NA,"615-599-1560","jamie@generationschristian.org","47","061","47061","620L900US47061","State House District 61","LL","2024","G5220","N",230134800,1848499,"+35.9944500","-086.8668158"
"Mid Cumberland","Davidson County Private Schools",9190,"Genesis Learning Centers: Genesis Academy",9055,NA,"Megan Pyle","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category I - Approved by TDOE","Davidson","Active","430 Allied Drive
 Nashville, TN 37211","Nashville","TN","37211","","615-832-4222",NA,"615-833-2141","mpyle@genesislearn.org","47","053","47053","620L900US47053","State House District 53","LL","2024","G5220","N",70894605,0,"+36.0494475","-086.6903283"
"Mid Cumberland","Rutherford County Private Schools",9750,"Genesis Learning Centers: Genesis Rutherford Academy",9045,NA,"Maryellen Bucci","Private","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category I - Approved by TDOE","Rutherford","Active","2320 Southgate Boulevard
 Murfreesboro, TN 37128","Murfreesboro","TN","37128","","615-895-1961",NA,"615-898-1769","mbucci@genesislearn.org","47","034","47034","620L900US47034","State House District 34","LL","2024","G5220","N",262148504,154933,"+35.7476268","-086.4736726"
"Mid Cumberland","Sumner County",830,"George A Whitten Elementary",113,4.70402e+11,"John Mann","Public","K, 1, 2, 3, 4, 5","","Sumner","Active","140  Scotch  Street
 Hendersonville, TN 37075","Hendersonville","TN","37075","","615-824-3258",NA,"615-264-6556","john.mann@sumnerschools.org","47","045","47045","620L900US47045","State House District 45","LL","2024","G5220","N",247544306,14780231,"+36.3820110","-086.6301896"
"First Tennessee","Kingsport",822,"George Washington Elementary School",50,4.70219e+11,"Heather Wolf","Public","K, 1, 2, 3, 4, 5","","Sullivan","Active","1100  Bellingham  Drive
 Kingsport, TN 37660","Kingsport","TN","37660","","423-378-2480",NA,"423-378-2470","hwolf@k12k.com","47","003","47003","620L900US47003","State House District 3","LL","2024","G5220","N",1736667119,48486035,"+36.4807033","-081.9369674"
"Southwest","Memphis-Shelby County Schools",792,"Georgian Hills Elementary",102,4.70015e+11,"Eugene Lockhart","Public","P3, P4, K, 1, 2, 3, 4, 5","","Shelby","Active","3930 Leweir Street
 Memphis, TN 38127","Memphis","TN","38127","","901-416-0853",NA,"","lockhartej@scsk12.org","47","088","47088","620L900US47088","State House District 88","LL","2024","G5220","N",90890633,552844,"+35.2388640","-089.8872603"
"Southwest","Memphis-Shelby County Schools",792,"Germanshire Elementary",2258,4.70015e+11,"Antuan Knapp","Public","PK, K, 1, 2, 3, 4, 5","","Shelby","Active","3965 South Germantown Road
 Germantown, TN 38125","Germantown","TN","38125","","901-416-3733",NA,"901-416-3723","knappad@scsk12.org","47","085","47085","620L900US47085","State House District 85","LL","2024","G5220","N",99769050,169473,"+35.0096518","-089.7818638"
"Southwest","Memphis-Shelby County Private Schools",9792,"Germantown Baptist Church Learning Center",9831,NA,"Josh Creason/Brenda Doss","Private","PK, K","Category IV - Church Related Schools","Shelby","Active","9450 Poplar Avenue
 Germantown, TN 38139","Germantown","TN","38139","","901-260-5779",NA,"901-260-5778","bdoss@germantownbaptist.org","47","095","47095","620L900US47095","State House District 95","LL","2024","G5220","N",213581882,499259,"+35.1066180","-089.6836612"
"Southwest","Memphis-Shelby County Schools",792,"Germantown Elementary",105,4.70015e+11,"Stacy Johnson","Public","K, 1, 2, 3, 4, 5","","Shelby","Active","2730 Cross Country Dr
 Germantown, TN 38138-7102","Germantown","TN","38138-7102","","901-416-0945",NA,"901-416-0943","johnsonss@scsk12.org","47","083","47083","620L900US47083","State House District 83","LL","2024","G5220","N",89102744,335745,"+35.0815848","-089.7955070"
"Southwest","Germantown",796,"Germantown Online Academy of Learning",110,4.70015e+11,"Heather Fisher","Public Virtual School","K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","","Shelby","Active","3350 S. Forest Hill Irene Road
 Germantown, TN 38138","Germantown","TN","38138","","901-757-6479",NA,"","heather.fisher@gmsdk12.org","47","083","47083","620L900US47083","State House District 83","LL","2024","G5220","N",89102744,335745,"+35.0815848","-089.7955070"
"Southwest","Memphis-Shelby County Schools",792,"Getwell Elementary",2259,4.70015e+11,"Erika Key","Public","PK, K, 1, 2, 3, 4, 5","","Shelby","Active","2795 Getwell Road
 Memphis, TN 38118-1849","Memphis","TN","38118-1849","","901-416-0267",NA,"901-416-6774","keyem@scsk12.org","47","087","47087","620L900US47087","State House District 87","LL","2024","G5220","N",61929296,0,"+35.0590335","-089.9644571"
"Mid Cumberland","Wilson County",950,"Gladeville Elementary",10,4.70455e+11,"Rachel Cook","Public","P4, K, 1, 2, 3, 4, 5","","Wilson","Active","8840 Stewarts Ferry Pike
 Gladeville, TN 37071","Gladeville","TN","37071","","615-444-5694",NA,"615-449-3435","cookr@wcschools.com","47","057","47057","620L900US47057","State House District 57","LL","2024","G5220","N",283234558,13255094,"+36.1929972","-086.4971043"
"Mid Cumberland","Davidson County",190,"Glencliff Elementary",240,4.70318e+11,"Mrs. Julie Hopkins","Public","PK, K, 1, 2, 3, 4, 5","","Davidson","Active","120  Antioch  Pike
 Nashville, TN 37211","Nashville","TN","37211","","615-333-5105",NA,"","julie.hopkins@mnps.org","47","053","47053","620L900US47053","State House District 53","LL","2024","G5220","N",70894605,0,"+36.0494475","-086.6903283"
