Region,District,District No.,School Name,School No.,NCES School No.,Principal,School Type,Grade Level,Categories,County,Status,address,Address 1 City,Address 1 State,Address 1 Zipcode,Address 2 Composite,Phone 1,Phone 2,Fax 1,Email Address
Southeast Tennessee,Hamilton County Private Schools,09330,Grace Baptist Academy,9007,,Matt Pollock,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency, Category IV - Church Related Schools",Hamilton,Active,"1804 Morris Hill Road
 Chattanooga, TN 37421-2667",Chattanooga,TN,37421-2667,,423-892-8224,,,mpollock@mygracechatt.org
East Tennessee,Knox County Private Schools,09470,Grace Christian Academy,9041,,Matt Mercer,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category II - Approved by private school accrediting agency, Category III - Approved by regional private school accrediting agency",Knox,Active,"5914 Beaver Ridge Road
 Knoxville, TN 37931",Knoxville,TN,37931,,865-691-3427,,865-342-9827,matt.mercer@gcarams.org
East Tennessee,Knox County Private Schools,09470,Grace Covenant Baptist Academy,9385,,Dr. Alan Smith,Private,"PK, K, 1, 2, 3, 4, 5",Category IV - Church Related Schools,Knox,Active,"9956 Dutchtown Road
 Knoxville, TN 37923",Knoxville,TN,37923,,865-690-3681,,865-690-3681,gracecovenantbaptistchurch@comcast.net
Southwest,Memphis-Shelby County Private Schools,09792,Grace- St. Lukes Episcopal School,9085,,Dr. Andy Surber,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category IV - Church Related Schools, Category III - Approved by regional private school accrediting agency",Shelby,Active,"246 South Belvedere Boulevard
 Memphis, TN 38104-3899",Memphis,TN,38104-3899,"246 South Belvedere Boulevard
 Memphis, TN 38104-3899",901-278-0200,,901-272-7119,asurber@gslschool.org
East Tennessee,Knox County Private Schools,09470,Graduates Academy,9924,,Holly Apodaca,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Knox,Active,"309 Ebenezer Road
 Knoxville, TN 37923",Knoxville,TN,37923,,423-536-9320,,,admin@graduatesacademy.com
Southwest,Memphis-Shelby County Schools,00792,Grahamwood Elementary,2285,4.70015E+11,John Johnson,Public,"K, 1, 2, 3, 4, 5",,Shelby,Active,"3950 Summer Ave
 Memphis, TN 38122",Memphis,TN,38122,,901-416-5952,,901-416-5954,JOHNSONJO@SCSK12.ORG
Mid Cumberland,Davidson County,00190,Granbery Elementary,0290,4.70318E+11,Emily Kajihara,Public,"K, 1, 2, 3, 4, 5",,Davidson,Active,"5501  Hill  Road
 Brentwood, TN 37027",Brentwood,TN,37027,,615-333-5112,,615-333-5667,emily.kajihara@mnps.org
Southwest,Hardeman County Schools,00350,Grand Junction Elementary,0025,4.70165E+11,Linda Buggs,Public,"PK, K, 1, 2, 3, 4, 5, 6",,Hardeman,Active,"750 Pledge Street
 Grand Junction, TN 38039-6392",Grand Junction,TN,38039-6392,"P. O. Box 97 Street
 Grand Junction, TN 38039",731-764-2841,,,lbuggs@hcsedu.org
East Tennessee,Anderson County,00010,Grand Oaks Elementary,0046,4.70009E+11,Jessica Conatser,Public,"PK, K, 1, 2, 3, 4, 5",,Anderson,Active,"1033  Oliver  Springs Highway
 Clinton, TN 37716",Clinton,TN,37716,,865-435-7506,,865-435-5346,jconatser@acs.ac
Southwest,Memphis-Shelby County Schools,00792,Granville T. Woods Academy of Innovation Charter School,8280,4.70015E+11,,Public Charter,"K, 1, 2, 3, 4, 5, 6, 7, 8",,Shelby,Active,"3824 Austin Peay Highway
 Memphis, TN 38128",Memphis,TN,38128,,901-800-1209,,888-627-6081,
Mid Cumberland,Williamson County,00940,Grassland Elementary,0045,4.70453E+11,Dr. Ann Gordon,Public,"K, 1, 2, 3, 4, 5",,Williamson,Active,"6803  Manley  Lane
 Brentwood, TN 37027",Brentwood,TN,37027,,615-472-4480,,615-472-4492,anng@wcs.edu
First Tennessee,Cocke County,00150,Grassy Fork Elementary,0040,4.70075E+11,Jamie Clark,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8",,Cocke,Active,"4120  Big  Creek Road
 Hartford, TN 37753",Hartford,TN,37753,,423-487-5835,,423-487-5387,clarkj@cocke.k12.tn.us
First Tennessee,Washington County,00900,Gray Elementary School,0055,4.70438E+11,Amy Lawson,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8",,Washington,Active,"755 Gray Station Road
 Gray, TN 37615",Gray,TN,37615,,423-477-1640,,423-477-1644,lawsona@wcde.org
Southwest,Memphis-Shelby County Private Schools,09792,Greater Memphis Adventist Academy,9320,,Dr. Philip Williams,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8",Category II - Approved by private school accrediting agency,Shelby,Active,"3333 Old Brownsville Road
 Memphis, TN 38134",Memphis,TN,38134,,901-775-3960,,,gmaeagles@gmail.com
Mid Cumberland,Davidson County Private Schools,09190,Green Hills Child Development LLC,9087,,David McCracken,Private,"PK, K",Category V - Acknowledged by TDOE for operation,Davidson,Active,"3420 Belmont Boulevard
 Nashville, TN 37215",Nashville,TN,37215,,615-383-3373,,615-383-3371,david@greenhillschild.com
East Tennessee,Loudon County,00530,Greenback School,0025,4.70252E+11,Matthew Brookshire,Public,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Loudon,Active,"6945 Morganton Road
 Greenback, TN 37742",Greenback,TN,37742,"400 Chilhowee Road
 Greenback, TN 37742",865-856-3028,,865-856-7348,brookshirem@loudoncounty.org
First Tennessee,Greene County,00300,Greene Online Academy of Learning,0043,4.70147E+11,Bill Ripley,Public Virtual School,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Greene,Active,"910 W. Summer Street
 Greeneville, TN 37743",Greeneville,TN,37743,,423-638-1805,,423-798-2627,bill.ripley@gcstn.org
First Tennessee,Greeneville Private Schools,09301,Greeneville Adventist Academy,9010,,Randy Nomura,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","Category III - Approved by regional private school accrediting agency, Category II - Approved by private school accrediting agency",Greene,Active,"305 Takoma Avenue
 Greeneville, TN 37743",Greeneville,TN,37743,"305 Takoma Avenue
 Grenneville, TN 37743",423-639-2011,,423-639-5002,Rnomura@gccsda.com
Northwest Tennessee,Weakley County,00920,Greenfield School,0025,4.70447E+11,Jamie Doster,Public,"P4, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Weakley,Active,"319 West Main Street
 Greenfield, TN 38230",Greenfield,TN,38230,,731-235-3424,,731-235-3480,Jamie.Doster@wcsk12tn.net
Southeast Tennessee,Sequatchie County,00770,Griffith Elementary,0010,4.70375E+11,Mrs. Tracey Corder,Public,"PK, K, 1, 2, 3, 4",,Sequatchie,Active,"173 Jones Drive
 Dunlap, TN 37327",Dunlap,TN,37327,"P. O. Box 819 Drive
 Dunlap, TN 37327",423-949-2105,,423-949-6872,tcorder@sequatchie.k12.tn.us
Mid Cumberland,Davidson County Private Schools,09190,Grow Academy,9705,,Rosalie Jordan,Private,"PK, K",Category IV - Church Related Schools,Davidson,Active,"830 Kirkwood Avenue
 Nashville, TN 37204",Nashville,TN,37204,,615-810-9970,,,rosalie.jordan07@comcast.net
Mid Cumberland,Davidson County Private Schools,09190,"Guidepost Montessori at Green Hills (formally New Children First, A Montessori Community)",9024,,Emma Broadfoot,Private,"PK, K, 1, 2, 3, 4, 5",Category V - Acknowledged by TDOE for operation,Davidson,Active,"1710 Woodmont Boulevard
 Nashville, TN 37215",Nashville,TN,37215,,615-292-9938,,615-292-9948,ebroadfoot@guidepostmontessori.com
Southwest,Lauderdale County,00490,Halls Elementary School,0020,4.70231E+11,Andy Campbell,Public,"PK, K, 1, 2, 3, 4, 5, 6",,Lauderdale,Active,"601  Carmen  Street
 Halls, TN 38040",Halls,TN,38040,"601 Carmen Street
 Halls, TN 38040",731-836-9651,,731-836-5573,Campbell-acampbell@k12.lced.net
First Tennessee,Hamblen County,00320,Hamblen County Alternative School,0011,4.7E+11,Randy Greene,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Hamblen,Active,"376 Snyder Road
 Morristown, TN 37813",Morristown,TN,37813,,423-585-3785,,423-585-3786,greener@hcboe.net
Southeast Tennessee,Hamilton County,00330,Hamilton County Virtual School,0275,4.70159E+11,Lee Boles,Public Virtual School,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Hamilton,Active,"3074 Hickory Valley Road
 Chattanooga, TN 37421",Chattanooga,TN,37421,,423-209-8804,,423-209-8801,boles_lee@hcde.org
Southwest,Memphis-Shelby County Schools,00792,Hamilton School,2311,4.70015E+11,Quay Jackson-Porter,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8",,Shelby,Active,"1478 Wilson Street
 Memphis, TN 38106",Memphis,TN,38106,,901-416-7832,,901-416-7832,jacksonq@scsk12.org
South Central,Maury County,00600,Hampshire Unit School,0040,4.70276E+11,Ronnie Brewer,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Maury,Active,"4235 Old State Road
 Hampshire, TN 38461",Hampshire,TN,38461,,931-285-2300,,931-285-2612,rbrewer@mauryk12.org
Southwest,Memphis-Shelby County Schools,00792,Hanley K-8,2323,4.70015E+11,Zonja Glover,Public,"PK, K, 1, 2, 3, 4, 5",,Shelby,Active,"680 Hanley Street
 Memphis, TN 38114",Memphis,TN,38114,,901-416-5300,,,gloverz@scsk12.org
First Tennessee,Carter County,00100,Happy Valley Elementary,0035,4.70051E+11,Mandy Greer,Public,"K, 1, 2, 3, 4",,Carter,Active,"1840  Milligan  Highway
 Johnson City, TN 37601",Johnson City,TN,37601,,423-547-4028,,423-547-8323,mandygreer@carterk12.net
Mid Cumberland,Davidson County Private Schools,09190,Harding Academy,9095,,David Skeen,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Category III - Approved by regional private school accrediting agency,Davidson,Active,"170 Windsor Drive
 Nashville, TN 37205",Nashville,TN,37205,"170 Windsor Drive
 Nashville, TN 37205",615-356-5510,,,skeend@hardingacademy.us
Southwest,Memphis-Shelby County Private Schools,09792,Harding Academy of Memphis,9090,,Trent Williamson,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category III - Approved by regional private school accrediting agency,Shelby,Active,"1100 Cherry Road
 Memphis, TN 38117",Memphis,TN,38117,"1100 Cherry Road
 Memphis, TN 38117",901-767-4494,,,williamson.trent@hardingacademymemphis.org
Southeast Tennessee,Hamilton County,00330,Hardy Elementary School,0110,4.70159E+11,Robin Bambrey,Public,"PK, K, 1, 2, 3, 4, 5",,Hamilton,Active,"2100 Glass Street
 Chattanooga, TN 37406",Chattanooga,TN,37406,,423-493-0300,,423-493-0302,Bambrey_Robin@hcde.org
First Tennessee,Elizabethton,00101,Harold McCormick Elementary,0020,4.70111E+11,James E Wampler,Public,"K, 1, 2, 3, 4, 5",,Carter,Active,"226 Cedar Avenue
 Elizabethton, TN 37643",Elizabethton,TN,37643,,423-547-8020,,423-547-8120,eric.wampler@ecschools.net
Mid Cumberland,Williamson County Private Schools,09940,Harpeth Montessori,9860,,Greg Biorkman,Private,"K, 1, 2, 3, 4, 5, 6",Category V - Acknowledged by TDOE for operation,Williamson,Active,"244 Noah Drive
 Franklin, TN 37064",Franklin,TN,37064,,615-595-7987,,615-721-5133,greg@harpethmontessori.com
Southeast Tennessee,Hamilton County,00330,Harrison Elementary School,0090,4.70159E+11,Lorie Collier,Public,"K, 1, 2, 3, 4, 5",,Hamilton,Active,"8098 Ferdinand Piech Way
 Chattanooga, TN 37416",Chattanooga,TN,37416,,423-344-1428,,423-344-1430,collier_lorie@hcde.org
Mid Cumberland,Davidson County,00190,Hattie Cotton Elementary,0140,4.70318E+11,Mrs. Jocelyn Adams,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"1033 West Greenwood Avenue
 Nashville, TN 37206",Nashville,TN,37206,,615-262-6981,,,Jocelyn.adams@mnps.org
First Tennessee,Hawkins County,00370,Hawkins County Virtual Academy,0044,4.70174E+11,Darbi O’Connell,Public Virtual School,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Hawkins,Active,"952 East McKinney Avenue
 Rogersville, TN 37857",Rogersville,TN,37857,,423-272-6655,,423-272-5566,darbi.oconnell@hck12.net
Southwest,Memphis-Shelby County Schools,00792,Hawkins Mill Elementary,2330,4.70015E+11,Claude Wilson,Public,"PK, K, 1, 2, 3, 4, 5",,Shelby,Active,"4295 Mountain Terrace St
 Memphis, TN 38127",Memphis,TN,38127,,901-416-3944,,901-416-3948,wilsonc3@scsk12.org
First Tennessee,Bristol,00821,Haynesfield Elementary,0025,4.70036E+11,Tanika Hardin,Public,"PK, K, 1, 2, 3, 4, 5",,Sullivan,Active,"201  Bluff  City Highway
 Bristol, TN 37620",Bristol,TN,37620,"201 Bluff City Highway
 Bristol, TN 37620",423-652-9292,,423-652-9214,hardint@btcs.org
Mid Cumberland,Davidson County,00190,Haywood Elementary,0310,4.70318E+11,Dr. Damon Cathey,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"3790  Turley  Drive
 Nashville, TN 37211",Nashville,TN,37211,,615-333-5118,,,Damon.Cathey@mnps.org
Mid Cumberland,Montgomery County,00630,Hazelwood Elementary,0027,4.70303E+11,Candice Leaverton,Public,"PK, K, 1, 2, 3, 4, 5",,Montgomery,Active,"2623 Tiny Town Road
 Clarksville, TN 37042-8552",Clarksville,TN,37042-8552,,931-553-2075,,931-503-3403,candice.leaverton@cmcss.net
Mid Cumberland,Sumner County Private School,09830,Hendersonville Christian Academy,9050,,Amber Mungle,Private,"P3, P4, PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency, Category IV - Church Related Schools, Category II - Approved by private school accrediting agency",Sumner,Active,"260 New Shackle Island Road
 Hendersonville, TN 37075",Hendersonville,TN,37075,,615-824-1550,,615-590-3025,a.mungle@hcacrusaders.com
Mid Cumberland,Sumner County Private School,09830,Hendersonville Day School,9040,,Jamie Walker,Private,"PK, K",Category I - Approved by TDOE,Sumner,Active,"107 Rockland Road
 Hendersonville, TN 37075",Hendersonville,TN,37075,"P. O. Box 38
 Hendersonville, TN 37077",615-264-0308,,615-264-8810,dayschool@hendersonville.org
Mid Cumberland,Sumner County Private School,09830,Hendersonville Montessori Academy,9011,,Ashlyn Rogers,Private,"K, 1, 2, 3, 4, 5, 6",Category V - Acknowledged by TDOE for operation,Sumner,Active,"162 New Shackle Island Road
 Hendersonville, TN 37075",Hendersonville,TN,37075,,615-264-3401,,615-264-3401,info@hendersonvillemontessori.com
Mid Cumberland,Davidson County,00190,Henry C. Maxwell Elementary,0318,4.70318E+11,Dr. Bernice Russell,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"5535 Blue Hole Road
 Antioch, TN 37013",Antioch,TN,37013,,615-333-7180,,,Bernice.Russell@mnps.org
Northwest Tennessee,Henry County,00400,Henry Co High School,0025,4.70183E+11,Michele Webb,Public,"PK, 9, 10, 11, 12",,Henry,Active,"315 South Wilson Street
 Paris, TN 38242",Paris,TN,38242,,731-642-5232,,731-642-5240,webbm@henryk12.net
Northwest Tennessee,Henry County,00400,Henry Elementary,0020,4.70183E+11,Ashley James,Public,"PS, PK, K, 1, 2, 3, 4, 5, 6, 7, 8",,Henry,Active,"937 Pioneer Road
 Henry, TN 38231",Henry,TN,38231,,731-227-2067,,731-227-2068,jamesa@henryk12.net
Southeast Tennessee,Hamilton County Private Schools,09330,Henry Randolph Preparatory School,9817,,Rebecca Randolph,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8",Category IV - Church Related Schools,Hamilton,Active,"4064 South Access Road
 Chattanooga, TN 37406",Chattanooga,TN,37406,,423-661-9380,,,mainoffice@wandmacademy.com
East Tennessee,Jefferson County Private Schools,09450,Heritage Christian Academy formally Community Christian Academy,9049,,Mona Abdullayev,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Jefferson,Active,"316 West Old Andrew Johnson Highway
 Jefferson City, TN 37760",Jefferson City,TN,37760,"P O Box 506 Highway
 Jefferson City, TN 37660",865-221-6673,,,admin@hcajc.org
East Tennessee,Claiborne County Private Schools,09130,Heritage Christian Academy of East Tennessee,9004,,Amber Green,Private,"PS, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","Category II - Approved by private school accrediting agency, Category IV - Church Related Schools",Claiborne,Active,"428 Harmon Road
 New Tazewell, TN 37825",New Tazewell,TN,37825,,423-526-2807,,423-526-2024,heritagechristianacademyoffice@gmail.com
South Central,Perry County Private Schools,09680,Heritage Covenant School,9049,,Rev. David O. Jones,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Perry,Active,"116 South Main Street
 Lobelville, TN 37097",Lobelville,TN,37097,,931-593-2881,,,
Mid Cumberland,Williamson County,00940,Heritage Elementary,0048,4.70453E+11,Mrs. Shannon Robertson,Public,"K, 1, 2, 3, 4, 5",,Williamson,Active,"4801  Columbia  Pike
 Thompson Station, TN 37179",Thompson Station,TN,37179,,615-472-4520,,615-472-4531,shannonr@wcs.edu
Mid Cumberland,Davidson County,00190,Hermitage Elementary,0320,4.70318E+11,Matthew Owensby,Public,"K, 1, 2, 3, 4, 5",,Davidson,Active,"3800  Plantation  Drive
 Hermitage, TN 37076",Hermitage,TN,37076,,615-885-8838,,,Matthew.Owensby@mnps.org
South Central,Coffee County,00160,Hickerson Elementary,0020,4.70078E+11,Kathy Crabtree,Public,"PK, K, 1, 2, 3, 4, 5",,Coffee,Active,"5017 Old Manchester Highway
 Tullahoma, TN 37388",Tullahoma,TN,37388,,931-455-9576,,,crabtreek@k12coffee.net
Mid Cumberland,Davidson County,00190,Hickman Elementary,0327,4.70318E+11,Chris Holmes,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"112 Stewarts Ferry Pike
 Nashville, TN 37214",Nashville,TN,37214,,615-884-4020,,,Chris.Holmes@mnps.org
Upper Cumberland,Warren County,00890,Hickory Creek School,0038,4.70435E+11,Rachael Graves,Public,"P4, K, 1, 2, 3, 4, 5",,Warren,Active,"270  Pioneer  Lane
 McMinnville, TN 37110",McMinnville,TN,37110,,931-668-5100,,931-668-7260,gravesr@warrenschools.com
Southwest,Memphis-Shelby County Schools,00792,Hickory Ridge Elementary,2331,4.70015E+11,Krystal Bledsoe,Public,"K, 1, 2, 3, 4, 5",,Shelby,Active,"3890 Hickory Hill Road
 Memphis, TN 38115-5020",Memphis,TN,38115-5020,,901-416-1195,,901-416-1474,bledsoek@scsk12.org
Southeast Tennessee,Hamilton County Private Schools,09330,Hickory Valley Christian School,9075,,Emma Veys,Private,"PK, K, 1, 2, 3, 4, 5",Category III - Approved by regional private school accrediting agency,Hamilton,Active,"6605 Shallowford Road
 Chattanooga, TN 37421",Chattanooga,TN,37421,"6605 Shallowford Road
 Chattanooga, TN 37421",423-894-3200,,615-894-8665,eveys@hvcs.org
First Tennessee,Greeneville,00301,Highland Elementary,0030,4.7015E+11,Sheila Newland,Public,"PK, K, 1, 2, 3, 4, 5",,Greene,Active,"208 N  Highland
 Greeneville, TN 37745",Greeneville,TN,37745,,423-638-3341,,423-638-1780,newlands@gcschools.net
South Central,Maury County,00600,Highland Park Elementary,0045,4.70276E+11,Kelly Meyers,Public,"PK, K, 1, 2, 3, 4",,Maury,Active,"1606  Highland  Avenue
 Columbia, TN 38401",Columbia,TN,38401,,931-388-7325,,931-380-4682,myersk1@mauryk12.org
Upper Cumberland,Putnam County Private Schools,09710,Highland Rim Academy,9021,,Nicholas Duncan,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,Putnam,Active,"1621 North Washington
 Cookeville, TN 38501",Cookeville,TN,38501,"P.O. Box 3022
 Cookeville, TN 38501",931-526-4472,,,info@highlandrimacademy.org
Upper Cumberland,Overton County,00670,Hilham Elementary,0020,4.70333E+11,Kelly Montgomery,Public,"P4, K, 1, 2, 3, 4, 5, 6, 7, 8",,Overton,Active,"2305  Hilham  Highway
 Hilham, TN 38568",Hilham,TN,38568,,931-823-6816,,931-823-5203,kmontgomery@oc-sd.com
First Tennessee,Hamblen County,00320,Hillcrest Elementary,0012,4.7E+11,Paula Davis,Public,"K, 1, 2, 3, 4, 5",,Hamblen,Active,"407 S  Liberty Hill Road
 Morristown, TN 37813",Morristown,TN,37813,,423-586-7472,,423-585-3750,davisp@hcboe.net
Northwest Tennessee,Obion County,00660,Hillcrest Elementary,0012,4.70327E+11,Patresa Rogers,Public,"P3, P4, K, 1, 2, 3, 4, 5, 6, 7, 8",,Obion,Active,"605 South Main Street
 Troy, TN 38260",Troy,TN,38260,,731-536-4222,,731-536-4609,progers@ocboe.com
South Central,Coffee County,00160,Hillsboro Elementary,0025,4.70078E+11,Angela Morton,Public,"PK, K, 1, 2, 3, 4, 5",,Coffee,Active,"284  Winchester  Highway
 Hillsboro, TN 37342",Hillsboro,TN,37342,,931-596-2775,,,mortona@k12coffee.net
Southeast Tennessee,Hamilton County,00330,Hixson Elementary School,0127,4.70159E+11,Frances Upton,Public,"K, 1, 2, 3, 4, 5",,Hamilton,Active,"5950 Winding Ln
 Hixson, TN 37343",Hixson,TN,37343,,423-870-0621,,423-870-0628,Greene_Ursula@hcde.org
Mid Cumberland,Murfreesboro,00751,Hobgood Elementary,0020,4.70315E+11,Quinena Bell,Public,"K, 1, 2, 3, 4, 5, 6",,Rutherford,Active,"307  Baird  Lane
 Murfreesboro, TN 37130",Murfreesboro,TN,37130,,615-895-2744,,615-896-3627,quinena.bell@cityschools.net
Northwest Tennessee,Benton County,00030,Holladay Elementary,0030,4.70024E+11,Amy Davis,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9",,Benton,Active,"148  Stokes  Road
 Holladay, TN 38341",Holladay,TN,38341,"148 Stokes Road
 Holladay, TN 38341",731-584-6874,,731-584-0984,amy.davis@bcos.org
First Tennessee,Sullivan County,00820,Holston Elementary,0095,4.70399E+11,Lesley Fleenor,Public,"PK, K, 1, 2, 3, 4, 5",,Sullivan,Active,"2348  Hwy  75
 Blountville, TN 37617",Blountville,TN,37617,,423-354-1550,,423-354-1555,Lesley.fleenor@sullivank12.net
First Tennessee,Bristol,00821,Holston View Elementary,0030,4.70036E+11,Kayla McMeans,Public,"P4, PK, K, 1, 2, 3, 4, 5",,Sullivan,Active,"1840  King  College Road
 Bristol, TN 37620",Bristol,TN,37620,"1840 King College Road
 Bristol, TN 37620",423-652-9470,,423-652-9472,McMeansK@btcs.org
